frame_time_s,rms,spectral_centroid_hz,zcr,f0_hz
105.582,0.156459,3057.9,0.174805,244.811
105.675,0.189246,1829.29,0.074707,208.252
105.768,0.148721,2000.13,0.0991211,207.053
105.861,0.165796,2061.18,0.0839844,207.053
105.954,0.191618,1519.12,0.0605469,208.252
106.047,0.216796,2102.03,0.0844727,157.826
106.139,0.16753,2130.18,0.0947266,233.755
106.232,0.153632,2188.66,0.11377,231.071
106.325,0.182951,1804.66,0.0727539,229.74
106.418,0.184627,2094.9,0.0927734,235.11
106.511,0.168049,2324.57,0.0913086,232.409
106.604,0.203195,2146.21,0.0976562,172.11
106.697,0.166015,1796.58,0.0625,232.409
106.789,0.172365,1693.15,0.0556641,233.755
106.882,0.156588,2392.1,0.123535,214.355
106.975,0.16962,2330.82,0.0893555,211.893
107.068,0.215197,1886.3,0.0454102,196.564
107.161,0.208683,1320.31,0.0380859,194.306
107.254,0.148999,1613.3,0.0561523,196.564
107.347,0.132027,1959.97,0.0727539,65.9754
107.44,0.151446,2608.84,0.18457,203.496
107.532,0.143534,2787.84,0.196289,211.893
107.625,0.144672,2239.2,0.104004,132.715
107.718,0.137506,3784.16,0.297363,127.456
107.811,0.148665,2974.09,0.232422,194.306
107.904,0.162883,2836.15,0.197754,87.0551
107.997,0.165282,2711.12,0.130371,87.0551
108.09,0.168231,2468,0.11084,184.463
108.182,0.133139,3127.25,0.246582,348.22
108.275,0.104517,2938.05,0.274414,310.229
108.368,0.170743,2934.95,0.17627,179.212
108.461,0.154957,2659.66,0.199707,263.902
108.554,0.167169,2875,0.161133,232.409
108.647,0.16663,2406.42,0.115723,219.365
108.74,0.191548,2586.33,0.118652,232.409
108.832,0.156187,3772.03,0.259277,233.755
108.925,0.192393,3067.92,0.208008,183.401
109.018,0.189194,2155.21,0.0737305,232.409
109.111,0.200777,2465.94,0.129883,235.11
109.204,0.1856,2438.55,0.200195,204.675
109.297,0.170442,3153.81,0.233398,276.383
109.39,0.143346,2940.21,0.243652,276.383
109.482,0.154782,2807.72,0.215332,276.383
109.575,0.130707,3234.05,0.231445,138.191
109.668,0.142842,2565.33,0.158203,233.755
109.761,0.154907,1662.93,0.102539,218.102
109.854,0.175836,2885.19,0.152832,197.703
109.947,0.157556,2916.71,0.210449,262.382
110.04,0.135803,2729.71,0.186523,260.87
110.132,0.171618,3041.09,0.21875,260.87
110.225,0.181816,2947.59,0.213867,260.87
110.318,0.164359,2958.96,0.202148,88.0666
110.411,0.196696,1774.98,0.0698242,211.893
110.504,0.19526,1764.89,0.0668945,207.053
110.597,0.221149,2040.65,0.0732422,207.053
110.69,0.209319,2280.05,0.112305,207.053
110.782,0.161444,1993.05,0.11377,207.053
110.875,0.189538,2028.24,0.0737305,208.252
110.968,0.167518,1372.34,0.0537109,207.053
111.061,0.187144,1916.97,0.0717773,208.252
111.154,0.220959,2079.32,0.0581055,232.409
111.247,0.215806,2392.23,0.0761719,233.755
111.34,0.203698,1867.8,0.0595703,232.409
111.433,0.216576,1680.96,0.0522461,232.409
111.525,0.190064,1814.55,0.105469,235.11
111.618,0.160203,2754.24,0.14209,210.672
111.711,0.209797,1824.58,0.0532227,203.496
111.804,0.208793,1682.57,0.0522461,196.564
111.897,0.16438,2132.13,0.0810547,65.5954
111.99,0.150201,3083.72,0.124023,67.1286
112.083,0.159149,3280.3,0.183594,
112.175,0.135007,3199.69,0.226562,
112.268,0.129305,2486.99,0.144043,
112.361,0.13894,2609.75,0.171387,
112.454,0.146884,3234.09,0.26123,
112.547,0.168342,2724.97,0.204102,
112.64,0.125816,3045.3,0.199219,
112.733,0.135734,1816.24,0.0727539,
112.825,0.0597521,1810.67,0.104492,
112.918,0.0461163,1999.36,0.13916,
113.011,0.171231,3244.74,0.189453,
113.104,0.137487,3678.75,0.29248,
113.197,0.0857174,4254.55,0.372559,
113.29,0.182769,1198.64,0.0415039,
113.383,0.216139,1422.18,0.0322266,
113.475,0.214936,1629.69,0.0380859,
113.568,0.221332,2144.86,0.0610352,
113.661,0.190184,1785.72,0.0615234,
113.754,0.19038,1326.73,0.0249023,
113.847,0.177932,1695.2,0.0878906,
113.94,0.0975054,3087.82,0.199219,
114.033,0.0888539,3050.71,0.158691,
114.125,0.139398,3485.63,0.200684,
114.218,0.148144,3241.02,0.254395,64.0972
114.311,0.110236,4238.87,0.350098,94.3874
114.404,0.134779,3677.89,0.27832,135.035
114.497,0.172121,2709.48,0.115723,241.999
114.59,0.211953,2461.24,0.0878906,88.5768
114.683,0.173947,2383.62,0.104004,86.0551
114.775,0.198548,2345.88,0.0595703,88.0666
114.868,0.159125,2803.46,0.147461,86.5537
114.961,0.11881,3044.44,0.17334,86.5537
115.054,0.159188,1685.91,0.0654297,201.159
115.147,0.114756,2369.83,0.114746,262.382
115.24,0.0890779,2117.91,0.0917969,509.824
115.333,0.177206,3016.83,0.185547,174.11
115.426,0.129149,3476.12,0.281738,71.9467
115.518,0.0845672,4056.13,0.336914,165.29
115.611,0.169898,1391.21,0.0805664,202.324
115.704,0.274726,1437.01,0.027832,196.564
115.797,0.265583,1384.4,0.0307617,196.564
115.89,0.237864,2193.98,0.0629883,98.2821
115.983,0.164737,1970.27,0.0585938,65.5954
116.076,0.167234,1297.73,0.0458984,65.2176
116.168,0.150137,1595.26,0.0898438,66.3576
116.261,0.142547,2505.26,0.11377,
116.354,0.113273,1863.38,0.0766602,
116.447,0.135641,1312.33,0.0610352,
116.54,0.16677,1805.46,0.0454102,
116.633,0.114122,1734.68,0.0400391,
116.726,0.103957,1405.69,0.0839844,
116.818,0.138622,3471.4,0.258301,
116.911,0.121162,2152.57,0.0786133,87.5594
117.004,0.14306,993.714,0.0273438,87.5594
117.097,0.171284,1217.81,0.0595703,229.74
117.19,0.143445,2536.04,0.148438,251.984
117.283,0.165612,2752.73,0.160645,220.636
117.376,0.167683,1359.24,0.0444336,209.459
117.468,0.1696,1048.24,0.0385742,137.395
117.561,0.164772,915.199,0.0385742,208.252
117.654,0.161336,3326.97,0.17334,207.053
117.747,0.216482,2204.68,0.0546875,197.703
117.84,0.225427,1070.15,0.0351562,195.432
117.933,0.156181,1017.13,0.0493164,130.435
118.026,0.190928,1986.13,0.0717773,138.992
118.118,0.244179,1211.36,0.0258789,138.992
118.211,0.209136,2371.37,0.0683594,138.992
118.304,0.181902,2336.49,0.0810547,254.912
118.397,0.1968,1440.72,0.0405273,265.43
118.49,0.197163,1349.06,0.0742188,93.3033
118.583,0.201659,2783.22,0.0727539,68.6977
118.676,0.23237,1173.76,0.0253906,138.191
118.768,0.145552,927.689,0.0351562,138.992
118.861,0.192059,1007.33,0.0302734,68.6977
118.954,0.201616,1053.08,0.0297852,69.0956
119.047,0.232836,925.497,0.0253906,138.992
119.14,0.183289,2561.15,0.126953,271.634
119.233,0.203012,1637.49,0.0327148,116.205
119.326,0.176332,1098.52,0.0297852,116.205
119.419,0.216574,1022.13,0.0483398,115.535
119.511,0.208523,1413.54,0.0556641,117.555
119.604,0.205382,2503.93,0.0805664,117.555
119.697,0.221611,1024.68,0.0307617,116.878
119.79,0.223586,805.785,0.0249023,116.878
119.883,0.189001,873.363,0.0283203,116.878
119.976,0.192047,2907.01,0.0810547,116.205
120.069,0.230559,1668.85,0.043457,58.4389
120.161,0.238058,972.165,0.0229492,58.4389
120.254,0.197687,782.366,0.0307617,58.4389
120.347,0.210179,1312.88,0.0454102,98.2821
120.44,0.199249,992.647,0.0332031,98.2821
120.533,0.18665,1971.42,0.0698242,98.8514
120.626,0.165719,2515.4,0.0922852,244.811
120.719,0.175483,1423.14,0.0546875,98.2821
120.811,0.198415,1100.67,0.0629883,232.409
120.904,0.197889,2386.75,0.110352,228.416
120.997,0.192819,1805.6,0.065918,117.555
121.09,0.177172,1860.15,0.0600586,183.401
121.183,0.173836,2012.65,0.0795898,189.868
121.276,0.194711,1648.02,0.0576172,179.212
121.369,0.176391,1970.29,0.0913086,176.133
121.461,0.199371,2520.81,0.0947266,190.968
121.554,0.213602,1683.92,0.0473633,196.564
121.647,0.188389,1694.39,0.0551758,211.893
121.74,0.235506,1348.61,0.0371094,207.053
121.833,0.188102,1974.27,0.0957031,195.432
121.926,0.149379,3125.95,0.18457,204.675
122.019,0.180037,1427.57,0.0727539,205.86
122.111,0.150242,1886.65,0.081543,176.133
122.204,0.152608,2472.53,0.123535,174.11
122.297,0.186704,2599.12,0.126465,175.119
122.39,0.157009,2749.05,0.15332,174.11
122.483,0.140239,2146.77,0.105469,174.11
122.576,0.139577,1266.04,0.0722656,175.119
122.669,0.134211,2181.27,0.0761719,175.119
122.761,0.11359,2506.56,0.115234,172.11
122.854,0.161739,2289.7,0.0849609,129.684
122.947,0.237642,2214.35,0.0571289,193.187
123.04,0.169365,1864.06,0.0595703,200
123.133,0.144476,2187.16,0.0922852,128.194
123.226,0.132391,2622.01,0.17041,150.699
123.319,0.151431,2098.95,0.0834961,178.18
123.412,0.14923,2421.62,0.074707,175.119
123.504,0.169661,2005.41,0.0649414,175.119
123.597,0.148391,2124.51,0.0800781,176.133
123.69,0.128793,2440.03,0.101074,175.119
123.783,0.135579,2939.26,0.182129,205.86
123.876,0.191149,2010.63,0.112305,200
123.969,0.214786,1838.34,0.0629883,208.252
124.062,0.188719,2348.38,0.0708008,204.675
124.154,0.167162,2051.74,0.105469,198.848
124.247,0.15605,3001.66,0.208496,196.564
124.34,0.148922,1413.14,0.0932617,214.355
124.433,0.113695,2072.23,0.0878906,175.119
124.526,0.159337,1877.96,0.0561523,176.133
124.619,0.166529,2847.48,0.158203,185.532
124.712,0.171536,2231.59,0.0742188,175.119
124.804,0.167427,2516.22,0.0922852,174.11
124.897,0.137072,1908.29,0.111328,175.119
124.99,0.13012,2420.36,0.110352,166.248
125.083,0.134546,2631.91,0.0966797,160.585
125.176,0.20252,2020.69,0.0717773,131.191
125.269,0.227549,2257.5,0.0478516,187.688
125.362,0.161194,1942.8,0.0600586,66.3576
125.454,0.169325,2767.94,0.103516,64.842
125.547,0.126525,3553.28,0.244141,86.0551
125.64,0.137484,2405.04,0.120117,147.257
125.733,0.146981,2401.01,0.09375,87.0551
125.826,0.164437,1742.5,0.0708008,184.463
125.919,0.136657,2238.77,0.0849609,176.133
126.012,0.114936,2305.9,0.107422,65.5954
126.104,0.139839,2803.99,0.186035,198.848
126.197,0.137385,2154.67,0.115723,179.212
126.29,0.192327,1935.43,0.0595703,209.459
126.383,0.161168,1942.47,0.0893555,189.868
126.476,0.160663,2334.72,0.149902,195.432
126.569,0.154917,3132.09,0.20459,87.0551
126.662,0.153041,1231.98,0.0571289,183.401
126.754,0.121903,2017.55,0.0849609,175.119
126.847,0.14297,1987.87,0.0791016,176.133
126.94,0.155363,2427.8,0.115234,175.119
127.033,0.195631,2560.94,0.149902,177.154
127.126,0.127315,3716.53,0.297852,176.133
127.219,0.145672,2354.03,0.148438,175.119
127.312,0.109456,2288.35,0.117188,174.11
127.404,0.166045,1621.52,0.0595703,177.154
127.497,0.149516,2588.63,0.145508,175.119
127.59,0.222771,3013.56,0.112305,200
127.683,0.176331,2067.47,0.0615234,185.532
127.776,0.128735,2282.31,0.125488,175.119
127.869,0.142026,2845.84,0.157227,185.532
127.962,0.174893,2407.83,0.0883789,175.119
128.055,0.155939,2219.68,0.0800781,176.133
128.147,0.171248,1832.92,0.0688477,176.133
128.24,0.150045,1995.24,0.0864258,175.119
128.333,0.141709,2406.39,0.10498,175.119
128.426,0.143897,2654.68,0.177734,201.159
128.519,0.142148,2637.97,0.154785,176.133
128.612,0.139541,3159.99,0.146973,175.119
128.705,0.144706,2895.39,0.118652,162.45
128.797,0.141551,2571.78,0.0908203,170.133
128.89,0.138535,3287.34,0.252441,89.606
128.983,0.148153,1653.49,0.121094,224.492
129.076,0.121777,2103.11,0.0844727,174.11
129.169,0.132214,3396.04,0.238281,
129.262,0.160591,2668.46,0.111816,176.133
129.355,0.177137,2890.69,0.114746,179.212
129.447,0.171061,1912.37,0.0649414,176.133
129.54,0.141891,2420.15,0.135254,175.119
129.633,0.0995061,2857.02,0.165039,59.1179
129.726,0.107981,2542.55,0.154297,135.817
129.819,0.214678,1799.05,0.0380859,131.191
129.912,0.207791,2277.9,0.0629883,90.125
130.005,0.185505,2031.09,0.0517578,65.2176
130.097,0.189642,1423.7,0.03125,131.951
130.19,0.181046,2601.01,0.130371,213.12
130.283,0.143329,2103.87,0.0820312,130.435
130.376,0.216868,1824.16,0.0395508,131.191
130.469,0.209069,1486.34,0.0415039,253.444
130.562,0.17795,1731.62,0.0429688,228.416
130.655,0.161547,1783.03,0.0703125,185.532
130.747,0.155899,2550.17,0.144531,187.688
130.84,0.160842,2668.85,0.0961914,176.133
130.933,0.119777,2833.46,0.118164,175.119
131.026,0.0844242,2151.67,0.0683594,69.0956
131.119,0.0946867,3405.8,0.248047,128.194
131.212,0.146732,3408.46,0.252441,190.968
131.305,0.14185,2066.17,0.152832,176.133
131.397,0.105999,2907.56,0.193848,104.126
131.49,0.135816,3951.09,0.300781,143.065
131.583,0.194266,2548.12,0.0751953,260.87
131.676,0.182741,2717.02,0.0854492,188.775
131.769,0.176118,2145.47,0.0644531,262.382
131.862,0.15587,2404.28,0.104004,233.755
131.955,0.159486,2654.79,0.144043,233.755
132.048,0.120929,2382.92,0.112305,232.409
132.14,0.109596,1709.56,0.0498047,240.605
132.233,0.240979,2063.62,0.0751953,197.703
132.326,0.187471,2135.32,0.0703125,231.071
132.419,0.222102,1464.36,0.0273438,235.11
132.512,0.169767,2606.59,0.152832,220.636
132.605,0.107932,2732.09,0.137207,233.755
132.698,0.193731,2116.05,0.0727539,233.755
132.79,0.269636,1237.28,0.0229492,231.071
132.883,0.209223,1820.34,0.0415039,231.071
132.976,0.174633,2886.75,0.0986328,233.755
133.069,0.128208,2629.92,0.231445,204.675
133.162,0.171788,2343.48,0.0874023,236.472
133.255,0.230378,1465.9,0.0234375,205.86
133.348,0.254479,1576.52,0.0258789,208.252
133.44,0.218751,2141.05,0.0761719,208.252
133.533,0.157878,3068.89,0.207031,205.86
133.626,0.14519,1737.71,0.116699,204.675
133.719,0.205719,2042.24,0.0429688,233.755
133.812,0.107584,2145.86,0.0776367,231.071
133.905,0.129009,2998.66,0.170898,204.675
133.998,0.166105,3257.95,0.146484,178.18
134.09,0.133298,3177.1,0.224121,
134.183,0.146979,2099.17,0.0898438,
134.276,0.101325,1825.62,0.104492,190.968
134.369,0.120626,2592.38,0.124023,216.845
134.462,0.206449,1816.73,0.0561523,194.306
134.555,0.208551,2381.88,0.0874023,196.564
134.648,0.152775,2476.92,0.119141,65.5954
134.74,0.122089,2804.45,0.115234,196.564
134.833,0.176677,2696.85,0.154297,201.159
134.926,0.145842,3497.34,0.215332,194.306
135.019,0.172092,2575.57,0.0791016,195.432
135.112,0.195316,1809.72,0.0605469,196.564
135.205,0.171426,2189.62,0.100586,196.564
135.298,0.155344,2847.14,0.237793,196.564
135.39,0.133746,2489.64,0.299805,205.86
135.483,0.132578,2731.65,0.200195,204.675
135.576,0.144122,2174.25,0.125,205.86
135.669,0.134548,1877.48,0.0644531,175.119
135.762,0.155182,1599.45,0.0317383,175.119
135.855,0.163815,2927.08,0.197266,174.11
135.948,0.150805,1921.87,0.074707,87.5594
136.041,0.138567,1983.77,0.0908203,87.5594
136.133,0.0889797,2381.25,0.111816,175.119
136.226,0.113419,2114.39,0.108887,175.119
136.319,0.186841,2450.01,0.10498,194.306
136.412,0.182317,1842.83,0.0283203,198.848
136.505,0.182501,1571.8,0.0205078,193.187
136.598,0.172298,1732,0.0639648,232.409
136.691,0.20466,1319.15,0.0610352,232.409
136.783,0.106214,1890.31,0.0576172,241.999
136.876,0.223105,1844.33,0.0756836,213.12
136.969,0.1646,1658.81,0.0654297,235.11
137.062,0.111252,1588.66,0.0620117,121.7
137.155,0.149295,2937.39,0.171875,201.159
137.248,0.122256,2953.26,0.253906,231.071
137.341,0.177588,3043.38,0.166992,235.11
137.433,0.171135,2304.73,0.137207,235.11
137.526,0.16926,2848.01,0.125488,214.355
137.619,0.199919,2076.85,0.0644531,232.409
137.712,0.135738,1921.89,0.126953,215.596
137.805,0.154495,2831.11,0.0913086,241.999
137.898,0.161599,2514.04,0.097168,260.87
137.991,0.220485,1571.79,0.0361328,219.365
138.083,0.170365,2622.76,0.160645,270.07
138.176,0.160774,3227.75,0.240234,130.435
138.269,0.157921,2326.66,0.106445,87.5594
138.362,0.121756,2241.96,0.156738,262.382
138.455,0.147369,2608.79,0.187988,257.874
138.548,0.172801,2686.6,0.14209,233.755
138.641,0.197499,2470.2,0.0917969,182.344
138.733,0.195226,2205.86,0.0786133,233.755
138.826,0.192394,2335.41,0.129883,233.755
138.919,0.151976,2777.19,0.181641,211.893
139.012,0.18592,2466.21,0.12207,276.383
139.105,0.208535,2592.84,0.0961914,277.984
139.198,0.22523,2225.86,0.0673828,189.868
139.291,0.157531,2061.6,0.0561523,203.496
139.383,0.109897,4020.35,0.304688,68.6977
139.476,0.143767,2733.18,0.198242,188.775
139.569,0.173362,2903.82,0.213379,232.409
139.662,0.165074,2669.64,0.197754,233.755
139.755,0.163628,2293.69,0.132324,233.755
139.848,0.163203,2746.81,0.134766,116.878
139.941,0.152392,2698.48,0.133301,232.409
140.034,0.199823,1710.51,0.0756836,232.409
140.126,0.173227,2514.63,0.100098,233.755
140.219,0.184635,2163.07,0.0786133,233.755
140.312,0.188874,2052.3,0.0795898,233.755
140.405,0.157733,2762.45,0.177734,232.409
140.498,0.166975,3166.25,0.228516,262.382
140.591,0.165514,2919.47,0.194824,87.0551
140.684,0.108278,2517.01,0.169922,262.382
140.776,0.152845,2646.67,0.134277,262.382
140.869,0.123033,2518.65,0.130859,263.902
140.962,0.188307,2534.55,0.117676,174.11
141.055,0.167116,2371.86,0.104004,128.937
141.148,0.155769,2436.53,0.125488,263.902
141.241,0.144093,1943.74,0.0991211,207.053
141.334,0.125319,2510.53,0.128418,260.87
141.426,0.120762,2720.46,0.157715,263.902
141.519,0.212411,2445.07,0.0859375,182.344
141.612,0.205815,2061.91,0.0698242,236.472
141.705,0.149753,2225.32,0.112793,232.409
141.798,0.171493,2483.58,0.168457,231.071
141.891,0.185336,2705.23,0.182617,232.409
141.984,0.176129,2269.56,0.139648,233.755
142.076,0.205677,1594.7,0.065918,233.755
142.169,0.172517,2003.84,0.105469,116.205
142.262,0.13687,2141.32,0.101074,232.409
142.355,0.149692,1124,0.0576172,180.25
142.448,0.167983,2325.18,0.0898438,233.755
142.541,0.219119,2160.94,0.078125,233.755
142.634,0.203442,1959.48,0.0756836,233.755
142.726,0.126154,1851.42,0.0810547,214.355
142.819,0.140745,2143.68,0.112793,209.459
142.912,0.122203,1946.75,0.0888672,472.943
143.005,0.141149,1746.26,0.0800781,197.703
143.098,0.214876,2104.6,0.09375,196.564
143.191,0.201995,2192.5,0.081543,195.432
143.284,0.143158,2123.54,0.0888672,196.564
143.376,0.0857855,3328.83,0.230957,195.432
143.469,0.0582791,4465.83,0.408691,65.5954
143.562,0.156026,1568.3,0.0751953,203.496
143.655,0.203557,1429.89,0.0444336,198.848
143.748,0.222809,1261.86,0.0458984,205.86
143.841,0.150513,1567.69,0.0571289,196.564
143.934,0.127572,1968.69,0.0766602,96.5936
144.027,0.13099,1864.06,0.0961914,
144.119,0.14349,2483.03,0.189941,
144.212,0.113442,2996.37,0.234863,
144.305,0.168077,2189.95,0.184082,
144.398,0.15492,1607.61,0.0830078,
144.491,0.145584,2886.41,0.223633,
144.584,0.161541,3062.89,0.240234,
144.677,0.174429,1517.14,0.0610352,
144.769,0.164849,2351.63,0.119629,
144.862,0.185049,1497.64,0.0688477,
144.955,0.126741,1786.15,0.124023,
145.048,0.154345,2492.38,0.166504,
145.141,0.160878,3043.62,0.17627,
145.234,0.149696,2791.9,0.155762,
145.327,0.142337,1837.6,0.0932617,
145.419,0.0990184,2336.59,0.168457,
145.512,0.0945338,4272.45,0.384766,
145.605,0.183923,2626.09,0.169922,
145.698,0.136998,2626.95,0.128418,143.065
145.791,0.174408,1896.99,0.0620117,175.119
145.884,0.130468,1363.67,0.0820312,205.86
145.977,0.119011,3478.18,0.26709,174.11
146.069,0.150821,2988.27,0.14209,175.119
146.162,0.238989,2014.96,0.0322266,190.968
146.255,0.203616,1855.91,0.0375977,218.102
146.348,0.145954,1925.41,0.081543,116.878
146.441,0.139809,1964.79,0.130859,253.444
146.534,0.145447,2371.69,0.119141,213.12
146.627,0.127926,1819.36,0.0844727,151.572
146.719,0.163004,1643.8,0.0400391,128.937
146.812,0.180656,1711.69,0.0917969,72.3635
146.905,0.134265,1999.87,0.103516,196.564
146.998,0.158452,2387.8,0.123535,175.119
147.091,0.132591,3049.63,0.19043,175.119
147.184,0.169847,1696.59,0.0698242,175.119
147.277,0.149733,1929.93,0.0849609,175.119
147.369,0.151112,2250.26,0.105957,175.119
147.462,0.137863,3053.9,0.159668,175.119
147.555,0.148457,2622.6,0.137695,174.11
147.648,0.139619,1877.79,0.105957,202.324
147.741,0.143376,2091.55,0.0927734,174.11
147.834,0.128109,2550.54,0.119141,174.11
147.927,0.202596,2910.46,0.120605,194.306
148.02,0.151455,2382.82,0.101074,172.11
148.112,0.172082,1815.75,0.0576172,175.119
148.205,0.154389,1055.98,0.0859375,188.775
148.298,0.107833,1856.7,0.0957031,95.4842
148.391,0.183273,1377.75,0.0444336,129.684
148.484,0.217956,2113.7,0.132812,130.435
148.577,0.190102,2323.3,0.0683594,195.432
148.67,0.228157,2030.93,0.0410156,194.306
148.762,0.208686,1617.4,0.0844727,198.848
148.855,0.1348,2857.39,0.176758,96.0373
148.948,0.158205,2363.14,0.0927734,175.119
149.041,0.144598,1857.02,0.0498047,176.133
149.134,0.137178,2154.03,0.107422,61.2027
149.227,0.133396,1673.46,0.0683594,51.7632
149.32,0.148444,1485.86,0.0424805,65.5954
149.412,0.142674,2863.46,0.163086,58.7774
149.505,0.124908,2359.73,0.109863,174.11
149.598,0.169742,2001.98,0.0483398,173.107
149.691,0.1737,2499.62,0.0737305,175.119
149.784,0.13856,3929.92,0.26416,175.119
149.877,0.146299,3947.52,0.259277,86.5537
149.97,0.141054,3032.59,0.18457,204.675
150.062,0.156545,1881.46,0.0859375,161.515
150.155,0.201961,1535.12,0.0532227,176.133
150.248,0.204534,2199.69,0.0507812,187.688
150.341,0.122888,3200.97,0.156738,175.119
150.434,0.154596,2075.53,0.105469,174.11
150.527,0.14059,1328.02,0.090332,224.492
150.62,0.0736394,1942.98,0.090332,224.492
150.712,0.124493,2406.09,0.198242,239.219
150.805,0.212683,2580.77,0.0986328,176.133
150.898,0.224483,2192.99,0.0429688,200
150.991,0.199492,1765.65,0.043457,116.878
151.084,0.164108,1873.93,0.0722656,117.555
151.177,0.140688,3450.82,0.284668,89.606
151.27,0.106947,4738.6,0.458008,96.5936
151.362,0.115152,4341.16,0.320312,68.6977
151.455,0.145524,2002.79,0.0874023,176.133
151.548,0.127826,3324.6,0.180176,146.409
151.641,0.0885005,2915.54,0.128906,90.125
151.734,0.163028,2691.84,0.14209,203.496
151.827,0.155314,2353.74,0.160156,174.11
151.92,0.126212,3693.37,0.23291,175.119
152.013,0.1337,2309.72,0.194824,178.18
152.105,0.140841,2412.94,0.165527,174.11
152.198,0.135357,3643.92,0.249512,87.5594
152.291,0.132926,1738.29,0.120605,198.848
152.384,0.170353,1759.83,0.0629883,176.133
152.477,0.114914,2236.22,0.0483398,174.11
152.57,0.210996,1953.16,0.0703125,203.496
152.663,0.206048,1868.96,0.0527344,181.294
152.755,0.154757,2345.68,0.110352,127.456
152.848,0.124284,3199.42,0.286621,133.484
152.941,0.1193,3097.99,0.149414,243.401
153.034,0.134573,3732.9,0.15332,130.435
153.127,0.206535,2575.38,0.0693359,130.435
153.22,0.210091,2250.23,0.0439453,198.848
153.313,0.154052,3221.41,0.128418,65.2176
153.405,0.147879,4348.5,0.227051,64.842
153.498,0.178896,2784.25,0.133789,186.607
153.591,0.127015,2516.6,0.074707,180.25
153.684,0.126816,3789.44,0.114258,131.191
153.777,0.178558,1732.57,0.0634766,184.463
153.87,0.152617,1489.4,0.0625,88.5768
153.963,0.16339,1617.47,0.0361328,176.133
154.055,0.182792,2581.93,0.124023,207.053
154.148,0.186242,1900.35,0.0668945,197.703
154.241,0.150732,2097.21,0.0771484,93.3033
154.334,0.160692,1954.27,0.0571289,270.07
154.427,0.0899524,4014.41,0.27832,344.221
154.52,0.170907,2876.37,0.152344,
154.613,0.149661,1214.77,0.0561523,213.12
154.705,0.116513,2129.36,0.0839844,240.605
154.798,0.0999102,1859.54,0.0493164,250.533
154.891,0.168999,2206.05,0.050293,262.382
154.984,0.191719,1975.77,0.0678711,137.395
155.077,0.192373,2235.26,0.0820312,175.119
155.17,0.166036,2085.95,0.0830078,174.11
155.263,0.148411,1940.22,0.0883789,153.333
155.355,0.135953,2221.66,0.0976562,348.22
155.448,0.141984,1796.02,0.0703125,
155.541,0.247103,1907.19,0.0390625,200
155.634,0.220629,1367.02,0.0249023,235.11
155.727,0.16085,1807.63,0.0551758,116.878
155.82,0.137383,3061.61,0.213379,220.636
155.913,0.0712616,2591.38,0.162598,
156.006,0.171232,2497.13,0.121582,
156.098,0.196752,1475.35,0.0415039,260.87
156.191,0.125999,4003.08,0.281738,253.444
156.284,0.158018,2890.15,0.208496,310.229
156.377,0.141688,2442.5,0.179688,193.187
156.47,0.15783,2596.97,0.187012,312.026
156.563,0.158304,2847.15,0.229004,177.154
156.656,0.143837,2393.63,0.169434,172.11
156.748,0.114657,2497.43,0.137207,87.5594
156.841,0.161021,3096.77,0.193848,86.0551
156.934,0.167677,1604.61,0.0629883,253.444
157.027,0.155457,2173.03,0.0791016,262.382
157.12,0.174033,2247.39,0.0512695,262.382
157.213,0.167354,2233.02,0.0620117,262.382
157.306,0.185896,2587.96,0.125488,197.703
157.398,0.172168,2240.66,0.115234,156.013
157.491,0.147901,2504.88,0.127441,155.114
157.584,0.154447,3133.55,0.200684,90.125
157.677,0.169978,2466.26,0.13623,276.383
157.77,0.180937,2349.46,0.12793,277.984
157.863,0.221273,2171.8,0.0874023,202.324
157.956,0.14722,1981.89,0.115723,92.7659
158.048,0.121676,2367.3,0.144531,65.2176
158.141,0.14091,3050.58,0.229492,207.053
158.234,0.0822079,4213.78,0.384766,66.3576
158.327,0.145315,1841.15,0.181641,116.205
158.42,0.170136,1537.48,0.109375,232.409
158.513,0.193935,1320.1,0.0424805,231.071
158.606,0.171943,1897.85,0.0947266,232.409
158.698,0.135774,2381.26,0.141113,216.845
158.791,0.144558,2441.77,0.131836,259.368
158.884,0.119254,1903.03,0.0893555,260.87
158.977,0.172803,1099.19,0.0522461,262.382
159.07,0.200635,1406.18,0.0556641,208.252
159.163,0.165759,3339.86,0.249023,205.86
159.256,0.191427,2067.44,0.0678711,207.053
159.348,0.159396,1852.7,0.0717773,209.459
159.441,0.259061,1906.5,0.0585938,208.252
159.534,0.269336,1163.24,0.0424805,208.252
159.627,0.19038,2180.89,0.0932617,202.324
159.72,0.143452,2266.52,0.185059,116.205
159.813,0.149402,4645.05,0.40625,68.6977
159.906,0.148343,3158.46,0.143555,203.496
159.999,0.243176,1956.24,0.0683594,196.564
160.091,0.125796,4384.26,0.351074,198.848
160.184,0.244846,2273.95,0.103027,200
160.277,0.202316,1372.19,0.0478516,211.893
160.37,0.199055,1592.55,0.0629883,232.409
160.463,0.187971,2485.88,0.111328,233.755
160.556,0.205743,1913.6,0.065918,233.755
160.649,0.208475,1410.67,0.0493164,233.755
160.741,0.199912,1332.76,0.0537109,233.755
160.834,0.202564,1411.69,0.0429688,232.409
160.927,0.175034,1789.02,0.0678711,244.811
161.02,0.182448,1601.13,0.0932617,233.755
161.113,0.186366,1995.55,0.0712891,207.053
